loan_id,customer_id,origination_date,product,channel,region,loan_purpose,risk_band,risk_score,original_amount_vnd,tenor_months,annual_interest_rate
LN0008264,CUS0004888,2023-10-01,Personal Loan,Digital,Hanoi,Medical,C,680,272000000,18,0.2496
LN0008265,CUS0002045,2023-12-01,Personal Loan,Branch,Hanoi,Medical,C,689,29000000,36,0.2598
LN0008266,CUS0005508,2024-02-01,Personal Loan,Digital,South,Education,A,807,261000000,12,0.2158
LN0008267,CUS0002030,2023-03-01,Personal Loan,Digital,Ho Chi Minh City,Other,D,598,280000000,36,0.2601
LN0008268,CUS0005925,2023-11-01,Personal Loan,Branch,North,Education,D,630,33000000,24,0.1827
LN0008269,CUS0000089,2023-04-01,Credit Card,Digital,Hanoi,Education,B,724,82000000,36,0.2894
LN0008270,CUS0003082,2023-10-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,C,691,23000000,24,0.2289
LN0008271,CUS0001301,2023-08-01,Personal Loan,Telesales,South,Education,C,656,166000000,24,0.2564
LN0008272,CUS0002623,2023-11-01,Installment Loan,Digital,South,Other,A,816,83000000,24,0.2972
LN0008273,CUS0001194,2023-12-01,Credit Card,Telesales,North,Education,C,697,28000000,36,0.2921
LN0008274,CUS0005540,2023-06-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Other,C,659,14000000,12,0.2298
LN0008275,CUS0003951,2023-11-01,Buy Now Pay Later,Digital,South,Home Improvement,C,676,27000000,6,0.2612
LN0008276,CUS0005114,2023-03-01,Installment Loan,Branch,Ho Chi Minh City,Consumption,D,583,68000000,18,0.2774
LN0008277,CUS0001478,2023-03-01,Personal Loan,Digital,North,Electronics,A,795,220000000,48,0.295
LN0008278,CUS0000380,2023-05-01,Personal Loan,Partner,South,Consumption,B,704,201000000,18,0.2071
LN0008279,CUS0006103,2023-03-01,Installment Loan,Branch,Ho Chi Minh City,Home Improvement,D,593,79000000,18,0.2155
LN0008280,CUS0003075,2023-02-01,Personal Loan,Digital,Hanoi,Home Improvement,C,690,294000000,18,0.2852
LN0008281,CUS0008138,2023-09-01,Personal Loan,Partner,Hanoi,Other,D,620,66000000,24,0.2873
LN0008282,CUS0002222,2023-05-01,Credit Card,Partner,Central,Consumption,D,583,94000000,36,0.3496
LN0008283,CUS0006314,2023-05-01,Personal Loan,Telesales,Ho Chi Minh City,Medical,A,817,229000000,12,0.2431
LN0008284,CUS0005108,2024-05-01,Buy Now Pay Later,Branch,Central,Education,E,569,10000000,12,0.1949
LN0008285,CUS0002760,2023-06-01,Installment Loan,Digital,North,Medical,C,656,96000000,18,0.3121
LN0008286,CUS0006038,2023-09-01,Credit Card,Branch,South,Other,A,827,32000000,36,0.3073
LN0008287,CUS0002633,2023-11-01,Personal Loan,Digital,South,Medical,B,735,81000000,48,0.2389
LN0008288,CUS0001300,2023-05-01,Buy Now Pay Later,Digital,South,Home Improvement,B,758,22000000,12,0.2368
LN0008289,CUS0004349,2024-04-01,Personal Loan,Partner,North,Electronics,D,603,47000000,48,0.2639
LN0008290,CUS0003228,2023-06-01,Credit Card,Digital,Central,Education,B,736,64000000,36,0.3594
LN0008291,CUS0000784,2023-01-01,Credit Card,Digital,North,Other,C,656,81000000,36,0.2407
LN0008292,CUS0004116,2023-08-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,B,723,159000000,24,0.2359
LN0008293,CUS0005675,2023-06-01,Personal Loan,Branch,South,Electronics,E,453,55000000,18,0.2097
LN0008294,CUS0002197,2023-01-01,Personal Loan,Partner,Hanoi,Medical,E,451,278000000,36,0.2576
LN0008295,CUS0003387,2023-01-01,Installment Loan,Digital,Ho Chi Minh City,Other,E,543,84000000,24,0.2185
LN0008296,CUS0000879,2024-04-01,Installment Loan,Partner,North,Medical,B,730,41000000,9,0.2284
LN0008297,CUS0006157,2023-08-01,Credit Card,Telesales,Ho Chi Minh City,Education,C,671,49000000,36,0.3063
LN0008298,CUS0007543,2024-05-01,Personal Loan,Partner,Ho Chi Minh City,Other,D,586,98000000,12,0.1947
LN0008299,CUS0005394,2023-04-01,Personal Loan,Partner,Central,Home Improvement,B,743,293000000,48,0.2011
LN0008300,CUS0006137,2023-04-01,Personal Loan,Digital,Ho Chi Minh City,Consumption,C,652,102000000,24,0.2302
LN0008301,CUS0001184,2023-10-01,Credit Card,Digital,Hanoi,Other,C,669,64000000,36,0.3451
LN0008302,CUS0004236,2023-02-01,Credit Card,Partner,Central,Consumption,A,783,100000000,36,0.2808
LN0008303,CUS0008877,2024-02-01,Personal Loan,Branch,Ho Chi Minh City,Other,B,749,203000000,12,0.2451
LN0008304,CUS0003785,2023-08-01,Installment Loan,Partner,North,Electronics,C,668,20000000,6,0.219
LN0008305,CUS0000225,2024-03-01,Personal Loan,Partner,Hanoi,Other,B,710,22000000,48,0.2579
LN0008306,CUS0007408,2024-05-01,Personal Loan,Branch,Central,Other,D,589,240000000,24,0.1897
LN0008307,CUS0004034,2023-06-01,Installment Loan,Branch,Ho Chi Minh City,Home Improvement,C,671,56000000,18,0.2528
LN0008308,CUS0006242,2024-01-01,Credit Card,Digital,South,Medical,C,686,97000000,36,0.3565
LN0008309,CUS0003710,2023-01-01,Credit Card,Branch,North,Electronics,D,630,39000000,36,0.2762
LN0008310,CUS0006250,2023-03-01,Installment Loan,Telesales,Hanoi,Medical,A,767,91000000,12,0.2791
LN0008311,CUS0004187,2023-02-01,Credit Card,Digital,South,Other,B,726,56000000,36,0.3041
LN0008312,CUS0004592,2024-04-01,Installment Loan,Telesales,North,Education,B,744,59000000,6,0.2938
LN0008313,CUS0007908,2023-11-01,Credit Card,Partner,North,Home Improvement,E,456,75000000,36,0.3375
LN0008314,CUS0004884,2023-08-01,Personal Loan,Telesales,Ho Chi Minh City,Medical,C,681,263000000,12,0.1987
LN0008315,CUS0000795,2023-01-01,Installment Loan,Branch,Hanoi,Medical,D,602,39000000,6,0.2612
LN0008316,CUS0003519,2024-01-01,Credit Card,Branch,North,Electronics,D,635,51000000,36,0.3344
LN0008317,CUS0004792,2023-03-01,Credit Card,Partner,South,Consumption,C,655,47000000,36,0.3346
LN0008318,CUS0007438,2023-12-01,Personal Loan,Digital,South,Consumption,E,551,154000000,24,0.2848
LN0008319,CUS0005010,2024-05-01,Installment Loan,Branch,South,Consumption,B,736,31000000,18,0.2252
LN0008320,CUS0007237,2023-03-01,Credit Card,Digital,South,Electronics,A,771,56000000,36,0.2577
LN0008321,CUS0003581,2023-02-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Education,E,468,4000000,9,0.2455
LN0008322,CUS0000214,2023-08-01,Personal Loan,Partner,North,Other,B,743,277000000,48,0.2239
LN0008323,CUS0002549,2023-06-01,Credit Card,Partner,Ho Chi Minh City,Other,C,671,50000000,36,0.2606
LN0008324,CUS0000949,2023-02-01,Credit Card,Digital,Hanoi,Education,D,589,21000000,36,0.2956
LN0008325,CUS0008838,2023-01-01,Buy Now Pay Later,Branch,South,Electronics,D,585,23000000,12,0.2979
LN0008326,CUS0006195,2023-02-01,Installment Loan,Partner,Hanoi,Home Improvement,B,748,72000000,9,0.3028
LN0008327,CUS0000720,2023-06-01,Installment Loan,Partner,North,Consumption,C,683,29000000,12,0.3173
LN0008328,CUS0003695,2024-03-01,Installment Loan,Digital,South,Medical,A,833,21000000,18,0.3121
LN0008329,CUS0002023,2024-03-01,Installment Loan,Branch,Ho Chi Minh City,Education,C,699,64000000,9,0.2698
LN0008330,CUS0003419,2023-02-01,Personal Loan,Branch,Ho Chi Minh City,Education,A,783,17000000,18,0.2042
LN0008331,CUS0008447,2023-10-01,Personal Loan,Digital,Hanoi,Consumption,A,786,79000000,12,0.2102
LN0008332,CUS0002877,2023-01-01,Personal Loan,Digital,Central,Other,A,834,90000000,48,0.2565
LN0008333,CUS0005194,2024-03-01,Installment Loan,Digital,South,Electronics,B,732,99000000,9,0.2063
LN0008334,CUS0003313,2024-01-01,Credit Card,Partner,Hanoi,Electronics,C,695,115000000,36,0.349
LN0008335,CUS0007706,2023-01-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Medical,C,683,4000000,3,0.1908
LN0008336,CUS0007588,2023-03-01,Personal Loan,Partner,South,Electronics,B,718,90000000,12,0.2855
LN0008337,CUS0000830,2024-04-01,Installment Loan,Branch,Central,Consumption,B,755,34000000,12,0.296
LN0008338,CUS0006414,2023-11-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,B,706,170000000,12,0.2473
LN0008339,CUS0000784,2024-03-01,Credit Card,Digital,South,Electronics,A,769,115000000,36,0.2919
LN0008340,CUS0006908,2024-05-01,Buy Now Pay Later,Digital,South,Consumption,A,771,20000000,12,0.238
LN0008341,CUS0008743,2023-03-01,Personal Loan,Digital,North,Consumption,B,713,151000000,12,0.2279
LN0008342,CUS0007120,2023-03-01,Credit Card,Partner,Ho Chi Minh City,Consumption,E,460,117000000,36,0.339
LN0008343,CUS0003341,2024-05-01,Personal Loan,Partner,Ho Chi Minh City,Medical,E,452,25000000,36,0.2091
LN0008344,CUS0008654,2023-09-01,Installment Loan,Branch,Hanoi,Education,D,626,17000000,9,0.2159
LN0008345,CUS0000664,2023-05-01,Personal Loan,Branch,Central,Electronics,C,675,110000000,24,0.2977
LN0008346,CUS0006579,2023-02-01,Credit Card,Branch,North,Medical,D,598,92000000,36,0.35
LN0008347,CUS0005538,2023-08-01,Installment Loan,Partner,South,Education,D,628,42000000,12,0.29
LN0008348,CUS0005383,2023-01-01,Personal Loan,Digital,North,Education,C,650,105000000,48,0.2977
LN0008349,CUS0004895,2023-12-01,Personal Loan,Partner,Ho Chi Minh City,Home Improvement,B,754,207000000,12,0.1988
LN0008350,CUS0004066,2023-03-01,Personal Loan,Digital,North,Other,B,706,30000000,48,0.2409
LN0008351,CUS0005889,2023-06-01,Personal Loan,Digital,Central,Other,C,683,222000000,12,0.2059
LN0008352,CUS0001565,2024-04-01,Credit Card,Branch,South,Home Improvement,C,661,28000000,36,0.2688
LN0008353,CUS0006304,2024-05-01,Credit Card,Branch,Central,Consumption,A,796,12000000,36,0.2921
LN0008354,CUS0001926,2023-12-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,C,661,52000000,36,0.2074
LN0008355,CUS0000194,2023-09-01,Personal Loan,Branch,North,Education,A,807,190000000,36,0.2408
LN0008356,CUS0003520,2024-04-01,Personal Loan,Partner,Ho Chi Minh City,Consumption,E,559,150000000,18,0.2568
LN0008357,CUS0001078,2023-02-01,Personal Loan,Digital,North,Consumption,C,689,222000000,36,0.2119
LN0008358,CUS0004864,2023-07-01,Personal Loan,Digital,Ho Chi Minh City,Education,D,621,70000000,48,0.2926
LN0008359,CUS0002429,2023-05-01,Personal Loan,Telesales,South,Other,B,726,146000000,24,0.2852
LN0008360,CUS0008193,2023-09-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Education,D,647,3000000,3,0.2978
LN0008361,CUS0002612,2023-05-01,Credit Card,Digital,Ho Chi Minh City,Electronics,D,637,20000000,36,0.2718
LN0008362,CUS0005916,2023-07-01,Personal Loan,Digital,Hanoi,Electronics,A,813,51000000,12,0.2518
LN0008363,CUS0001023,2023-08-01,Buy Now Pay Later,Telesales,North,Home Improvement,B,750,9000000,12,0.2088
LN0008364,CUS0001508,2023-12-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Home Improvement,E,477,23000000,12,0.2576
LN0008365,CUS0000881,2024-04-01,Personal Loan,Digital,North,Consumption,C,685,278000000,12,0.203
LN0008366,CUS0002951,2023-02-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Electronics,D,605,19000000,6,0.25
LN0008367,CUS0002382,2023-03-01,Buy Now Pay Later,Digital,North,Medical,C,655,30000000,6,0.1897
LN0008368,CUS0004939,2023-08-01,Personal Loan,Partner,Central,Consumption,B,738,184000000,36,0.2695
LN0008369,CUS0008192,2023-05-01,Personal Loan,Branch,Hanoi,Medical,B,754,86000000,24,0.2176
LN0008370,CUS0006427,2023-03-01,Personal Loan,Digital,Ho Chi Minh City,Other,B,710,255000000,18,0.2036
LN0008371,CUS0007181,2023-11-01,Personal Loan,Partner,South,Other,C,652,92000000,12,0.1842
LN0008372,CUS0001894,2023-08-01,Personal Loan,Partner,South,Other,A,802,209000000,18,0.2559
LN0008373,CUS0006839,2023-05-01,Installment Loan,Telesales,South,Other,B,705,10000000,12,0.3165
LN0008374,CUS0002105,2023-10-01,Personal Loan,Digital,Hanoi,Education,C,652,89000000,48,0.2567
LN0008375,CUS0001746,2023-04-01,Credit Card,Digital,Hanoi,Home Improvement,B,701,11000000,36,0.2626
LN0008376,CUS0006967,2024-04-01,Credit Card,Partner,Central,Home Improvement,A,833,58000000,36,0.3204
LN0008377,CUS0000747,2023-03-01,Installment Loan,Telesales,South,Education,B,705,39000000,9,0.2038
LN0008378,CUS0000620,2023-04-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,B,712,85000000,6,0.2609
LN0008379,CUS0005081,2023-12-01,Personal Loan,Partner,South,Other,E,529,80000000,48,0.1877
LN0008380,CUS0005365,2024-04-01,Personal Loan,Branch,Ho Chi Minh City,Other,C,687,171000000,18,0.2665
LN0008381,CUS0000766,2023-11-01,Personal Loan,Partner,South,Education,A,814,181000000,24,0.2828
LN0008382,CUS0005667,2023-07-01,Personal Loan,Digital,North,Home Improvement,A,803,41000000,36,0.2131
LN0008383,CUS0000264,2023-12-01,Personal Loan,Digital,Ho Chi Minh City,Other,A,824,147000000,18,0.2729
LN0008384,CUS0004169,2023-02-01,Personal Loan,Partner,Ho Chi Minh City,Other,B,727,72000000,18,0.2085
LN0008385,CUS0001672,2023-08-01,Personal Loan,Digital,Central,Education,C,675,271000000,36,0.2396
LN0008386,CUS0004654,2023-07-01,Installment Loan,Digital,North,Other,B,702,17000000,18,0.244
LN0008387,CUS0000341,2024-04-01,Personal Loan,Telesales,North,Other,D,632,296000000,36,0.2956
LN0008388,CUS0008826,2024-01-01,Installment Loan,Telesales,North,Medical,B,723,8000000,9,0.2982
LN0008389,CUS0007335,2024-01-01,Credit Card,Telesales,Hanoi,Other,B,736,38000000,36,0.2887
LN0008390,CUS0003022,2023-06-01,Buy Now Pay Later,Branch,Hanoi,Education,C,653,10000000,12,0.2815
LN0008391,CUS0008809,2023-06-01,Personal Loan,Telesales,Hanoi,Education,D,636,110000000,36,0.2794
LN0008392,CUS0003610,2024-04-01,Installment Loan,Digital,Central,Consumption,B,740,49000000,18,0.24
LN0008393,CUS0001563,2023-09-01,Personal Loan,Telesales,Central,Education,A,771,196000000,24,0.287
LN0008394,CUS0007598,2023-08-01,Personal Loan,Telesales,Hanoi,Electronics,A,849,192000000,36,0.1802
LN0008395,CUS0000616,2023-02-01,Personal Loan,Partner,Hanoi,Other,C,653,87000000,24,0.2395
LN0008396,CUS0005184,2023-10-01,Buy Now Pay Later,Telesales,Hanoi,Consumption,B,735,7000000,3,0.2129
LN0008397,CUS0006070,2024-03-01,Buy Now Pay Later,Partner,Central,Medical,D,586,11000000,3,0.2203
LN0008398,CUS0006721,2023-02-01,Credit Card,Digital,North,Consumption,A,778,77000000,36,0.2752
LN0008399,CUS0006644,2024-03-01,Installment Loan,Partner,Ho Chi Minh City,Consumption,C,677,24000000,24,0.2844
LN0008400,CUS0008369,2023-10-01,Personal Loan,Telesales,Central,Other,D,631,16000000,24,0.281
LN0008401,CUS0000017,2023-05-01,Personal Loan,Digital,South,Electronics,D,616,72000000,36,0.2735
LN0008402,CUS0000627,2023-10-01,Personal Loan,Partner,Hanoi,Home Improvement,E,453,267000000,12,0.1827
LN0008403,CUS0005754,2023-08-01,Personal Loan,Digital,Ho Chi Minh City,Other,D,613,173000000,18,0.1879
LN0008404,CUS0005032,2023-11-01,Personal Loan,Digital,South,Consumption,B,743,291000000,18,0.2512
LN0008405,CUS0003972,2023-09-01,Buy Now Pay Later,Telesales,Ho Chi Minh City,Electronics,D,624,13000000,12,0.2404
LN0008406,CUS0008793,2023-08-01,Personal Loan,Telesales,Ho Chi Minh City,Medical,B,715,128000000,48,0.2491
LN0008407,CUS0000493,2023-02-01,Credit Card,Telesales,North,Home Improvement,A,788,56000000,36,0.3068
LN0008408,CUS0007273,2023-04-01,Personal Loan,Branch,Central,Education,C,680,68000000,12,0.2719
LN0008409,CUS0001117,2024-05-01,Personal Loan,Digital,South,Electronics,E,460,284000000,48,0.2451
LN0008410,CUS0006895,2024-04-01,Personal Loan,Telesales,South,Home Improvement,B,731,229000000,36,0.2006
LN0008411,CUS0001356,2023-05-01,Personal Loan,Digital,North,Education,B,741,189000000,24,0.2214
LN0008412,CUS0008612,2023-11-01,Credit Card,Branch,North,Other,B,714,35000000,36,0.3241
LN0008413,CUS0006581,2023-05-01,Installment Loan,Telesales,South,Other,A,766,19000000,24,0.2221
LN0008414,CUS0007667,2023-11-01,Personal Loan,Telesales,North,Medical,D,645,193000000,36,0.2932
LN0008415,CUS0002844,2023-12-01,Credit Card,Branch,Ho Chi Minh City,Other,B,724,72000000,36,0.3471
LN0008416,CUS0000889,2023-11-01,Personal Loan,Partner,Central,Home Improvement,C,685,42000000,36,0.29
LN0008417,CUS0007581,2023-10-01,Buy Now Pay Later,Branch,North,Medical,B,750,17000000,9,0.1833
LN0008418,CUS0003083,2024-01-01,Personal Loan,Branch,South,Medical,B,703,223000000,24,0.2768
LN0008419,CUS0008747,2023-02-01,Installment Loan,Partner,North,Consumption,C,660,27000000,12,0.3061
LN0008420,CUS0004898,2024-01-01,Personal Loan,Digital,South,Home Improvement,C,655,197000000,12,0.2604
LN0008421,CUS0000576,2024-02-01,Installment Loan,Digital,South,Consumption,B,732,54000000,9,0.2587
LN0008422,CUS0002740,2023-03-01,Credit Card,Branch,South,Electronics,A,849,23000000,36,0.3563
LN0008423,CUS0003444,2023-02-01,Credit Card,Branch,Hanoi,Medical,E,460,19000000,36,0.3286
LN0008424,CUS0001807,2023-11-01,Installment Loan,Telesales,Hanoi,Other,C,682,85000000,9,0.2546
LN0008425,CUS0007658,2023-05-01,Credit Card,Partner,North,Other,C,673,48000000,36,0.2718
LN0008426,CUS0004365,2023-06-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,D,586,89000000,12,0.193
LN0008427,CUS0007812,2023-03-01,Credit Card,Digital,Ho Chi Minh City,Medical,E,573,70000000,36,0.2531
LN0008428,CUS0003461,2023-06-01,Installment Loan,Partner,North,Electronics,A,787,44000000,12,0.3178
LN0008429,CUS0008069,2023-12-01,Credit Card,Partner,Hanoi,Education,D,622,26000000,36,0.2765
LN0008430,CUS0001952,2023-01-01,Personal Loan,Digital,South,Education,B,745,246000000,48,0.1816
LN0008431,CUS0003870,2023-09-01,Personal Loan,Telesales,North,Education,C,653,285000000,24,0.2375
LN0008432,CUS0001979,2024-05-01,Installment Loan,Partner,South,Other,B,718,91000000,24,0.2247
LN0008433,CUS0003768,2023-06-01,Personal Loan,Branch,Central,Other,B,703,51000000,36,0.2218
LN0008434,CUS0007659,2023-11-01,Buy Now Pay Later,Branch,South,Education,B,705,24000000,12,0.195
LN0008435,CUS0002374,2023-07-01,Personal Loan,Digital,North,Other,B,701,270000000,48,0.2798
LN0008436,CUS0007940,2024-03-01,Credit Card,Partner,Ho Chi Minh City,Electronics,B,746,99000000,36,0.2963
LN0008437,CUS0008904,2023-01-01,Credit Card,Branch,South,Consumption,A,817,91000000,36,0.343
LN0008438,CUS0002132,2023-01-01,Personal Loan,Branch,Ho Chi Minh City,Electronics,D,645,256000000,12,0.2827
LN0008439,CUS0003108,2023-03-01,Buy Now Pay Later,Telesales,Ho Chi Minh City,Home Improvement,C,691,13000000,3,0.269
LN0008440,CUS0002760,2024-01-01,Credit Card,Digital,Ho Chi Minh City,Medical,D,612,115000000,36,0.293
LN0008441,CUS0005721,2023-12-01,Installment Loan,Digital,South,Consumption,B,708,51000000,18,0.2391
LN0008442,CUS0004916,2023-04-01,Credit Card,Branch,Ho Chi Minh City,Electronics,A,835,62000000,36,0.2819
LN0008443,CUS0004621,2023-03-01,Personal Loan,Digital,South,Other,C,670,231000000,18,0.2839
LN0008444,CUS0000932,2023-03-01,Credit Card,Digital,North,Electronics,C,688,12000000,36,0.319
LN0008445,CUS0001393,2023-03-01,Buy Now Pay Later,Digital,Central,Other,B,752,13000000,12,0.2999
LN0008446,CUS0001219,2024-03-01,Buy Now Pay Later,Telesales,South,Education,B,700,9000000,9,0.2485
LN0008447,CUS0007489,2023-10-01,Personal Loan,Digital,North,Consumption,B,731,152000000,12,0.1936
LN0008448,CUS0007181,2023-09-01,Installment Loan,Digital,North,Electronics,A,760,35000000,12,0.3177
LN0008449,CUS0004293,2024-01-01,Personal Loan,Telesales,North,Education,C,689,151000000,18,0.2812
LN0008450,CUS0002050,2023-08-01,Installment Loan,Partner,North,Other,B,703,77000000,18,0.2578
LN0008451,CUS0005682,2024-03-01,Personal Loan,Partner,Ho Chi Minh City,Education,D,592,72000000,48,0.2702
LN0008452,CUS0005830,2024-01-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Other,C,659,2000000,3,0.2616
LN0008453,CUS0004365,2024-03-01,Credit Card,Branch,North,Home Improvement,C,652,12000000,36,0.3583
LN0008454,CUS0005554,2024-01-01,Credit Card,Branch,North,Medical,B,705,64000000,36,0.2796
LN0008455,CUS0001639,2024-05-01,Personal Loan,Digital,Hanoi,Education,B,716,112000000,18,0.1812
LN0008456,CUS0003722,2023-07-01,Credit Card,Digital,Ho Chi Minh City,Consumption,A,813,100000000,36,0.2894
LN0008457,CUS0006720,2023-05-01,Installment Loan,Digital,North,Consumption,B,717,65000000,12,0.2731
LN0008458,CUS0000328,2023-12-01,Credit Card,Partner,North,Home Improvement,D,614,100000000,36,0.2987
LN0008459,CUS0001502,2023-08-01,Credit Card,Partner,North,Consumption,B,711,82000000,36,0.3494
LN0008460,CUS0007501,2024-03-01,Installment Loan,Branch,South,Electronics,A,821,47000000,12,0.2655
LN0008461,CUS0003643,2023-03-01,Installment Loan,Branch,Central,Medical,A,837,67000000,18,0.2608
LN0008462,CUS0008635,2023-07-01,Installment Loan,Branch,Ho Chi Minh City,Education,A,792,68000000,12,0.245
LN0008463,CUS0008511,2023-11-01,Credit Card,Partner,South,Home Improvement,E,533,70000000,36,0.3277
LN0008464,CUS0008404,2023-06-01,Credit Card,Telesales,Ho Chi Minh City,Home Improvement,C,695,92000000,36,0.3319
LN0008465,CUS0004932,2024-04-01,Credit Card,Digital,South,Medical,A,789,22000000,36,0.3406
LN0008466,CUS0005485,2023-11-01,Credit Card,Partner,North,Consumption,A,814,49000000,36,0.3576
LN0008467,CUS0002603,2024-05-01,Installment Loan,Branch,Ho Chi Minh City,Medical,A,824,98000000,6,0.2452
LN0008468,CUS0007372,2023-03-01,Installment Loan,Telesales,Hanoi,Medical,D,594,73000000,24,0.2815
LN0008469,CUS0006906,2024-04-01,Personal Loan,Branch,Hanoi,Electronics,A,775,115000000,36,0.2695
LN0008470,CUS0005883,2023-07-01,Installment Loan,Branch,Ho Chi Minh City,Home Improvement,B,751,43000000,6,0.2386
LN0008471,CUS0001179,2023-08-01,Installment Loan,Digital,Hanoi,Education,A,838,12000000,18,0.2391
LN0008472,CUS0004921,2024-02-01,Installment Loan,Digital,South,Education,C,679,36000000,6,0.3114
LN0008473,CUS0002449,2023-12-01,Personal Loan,Partner,Ho Chi Minh City,Medical,B,721,130000000,24,0.2177
LN0008474,CUS0002545,2024-04-01,Buy Now Pay Later,Branch,South,Consumption,A,788,9000000,9,0.25
LN0008475,CUS0000472,2023-09-01,Installment Loan,Digital,Central,Consumption,A,816,40000000,18,0.2963
LN0008476,CUS0008093,2023-08-01,Buy Now Pay Later,Partner,Ho Chi Minh City,Medical,D,625,22000000,12,0.2586
LN0008477,CUS0006276,2024-02-01,Installment Loan,Digital,Central,Medical,C,677,89000000,6,0.2829
LN0008478,CUS0006898,2024-01-01,Credit Card,Digital,Central,Electronics,B,709,49000000,36,0.3448
LN0008479,CUS0004510,2024-01-01,Buy Now Pay Later,Branch,Hanoi,Consumption,D,595,8000000,12,0.2563
LN0008480,CUS0004450,2023-08-01,Personal Loan,Partner,Central,Medical,B,734,82000000,12,0.1854
LN0008481,CUS0008869,2024-01-01,Credit Card,Branch,Ho Chi Minh City,Home Improvement,C,692,106000000,36,0.2767
LN0008482,CUS0003585,2024-04-01,Installment Loan,Digital,North,Consumption,A,810,37000000,18,0.3013
LN0008483,CUS0007128,2023-02-01,Installment Loan,Digital,South,Home Improvement,A,783,91000000,24,0.2733
LN0008484,CUS0004879,2024-01-01,Personal Loan,Digital,South,Other,B,706,143000000,36,0.2439
LN0008485,CUS0003301,2024-01-01,Installment Loan,Branch,North,Home Improvement,C,689,69000000,9,0.2433
LN0008486,CUS0004889,2023-11-01,Credit Card,Digital,North,Home Improvement,C,684,10000000,36,0.3097
LN0008487,CUS0000507,2024-01-01,Installment Loan,Telesales,Central,Home Improvement,D,641,12000000,6,0.2355
LN0008488,CUS0000657,2023-02-01,Buy Now Pay Later,Branch,Central,Other,A,780,12000000,12,0.2909
LN0008489,CUS0006181,2023-01-01,Personal Loan,Telesales,North,Education,D,609,96000000,24,0.2244
LN0008490,CUS0002477,2023-08-01,Personal Loan,Branch,North,Consumption,E,518,276000000,12,0.1848
LN0008491,CUS0003999,2023-06-01,Personal Loan,Partner,Hanoi,Consumption,B,729,90000000,48,0.1966
LN0008492,CUS0008375,2024-05-01,Personal Loan,Telesales,Hanoi,Medical,C,660,211000000,12,0.214
LN0008493,CUS0000514,2023-10-01,Installment Loan,Digital,Ho Chi Minh City,Other,A,811,48000000,12,0.2367
LN0008494,CUS0008881,2024-02-01,Credit Card,Telesales,Central,Medical,A,786,90000000,36,0.2995
LN0008495,CUS0000002,2023-03-01,Personal Loan,Telesales,Ho Chi Minh City,Home Improvement,D,617,295000000,18,0.2133
LN0008496,CUS0000700,2024-02-01,Buy Now Pay Later,Partner,North,Consumption,A,832,14000000,6,0.2316
LN0008497,CUS0006712,2023-07-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,E,494,140000000,24,0.2264
LN0008498,CUS0007171,2023-11-01,Personal Loan,Digital,Hanoi,Education,B,739,83000000,48,0.259
LN0008499,CUS0007951,2023-03-01,Credit Card,Digital,Ho Chi Minh City,Education,A,800,37000000,36,0.3249
LN0008500,CUS0001949,2023-11-01,Buy Now Pay Later,Digital,Hanoi,Consumption,A,820,12000000,6,0.2486
LN0008501,CUS0007366,2023-06-01,Credit Card,Digital,Central,Other,A,817,39000000,36,0.3322
LN0008502,CUS0005922,2024-05-01,Credit Card,Digital,North,Other,A,840,48000000,36,0.339
LN0008503,CUS0005616,2023-05-01,Installment Loan,Branch,South,Medical,C,663,46000000,18,0.2386
LN0008504,CUS0005527,2023-08-01,Personal Loan,Digital,Central,Medical,B,711,213000000,24,0.2156
LN0008505,CUS0003599,2023-08-01,Credit Card,Branch,North,Other,C,691,50000000,36,0.3226
LN0008506,CUS0008843,2024-05-01,Personal Loan,Telesales,Hanoi,Other,B,732,153000000,18,0.2381
LN0008507,CUS0005009,2024-01-01,Personal Loan,Digital,South,Consumption,B,753,224000000,36,0.2896
LN0008508,CUS0008524,2024-03-01,Installment Loan,Digital,North,Education,A,848,81000000,9,0.2946
LN0008509,CUS0004281,2024-01-01,Installment Loan,Partner,North,Education,B,751,49000000,6,0.2254
LN0008510,CUS0004794,2023-10-01,Personal Loan,Partner,Ho Chi Minh City,Consumption,B,722,281000000,48,0.2289
LN0008511,CUS0002798,2023-07-01,Installment Loan,Branch,Central,Electronics,A,800,26000000,6,0.2138
LN0008512,CUS0007686,2024-05-01,Personal Loan,Digital,North,Home Improvement,A,840,37000000,48,0.2274
LN0008513,CUS0002941,2024-02-01,Credit Card,Branch,Hanoi,Electronics,D,620,105000000,36,0.3596
